Date,Predicted_Temp,yhat_lower,yhat_upper
2000-01-01,17.036939297079417,12.1913060063132,21.8840494461627
2000-01-02,17.145806961942995,12.543802772965236,21.528089846032813
2000-01-03,17.25944791221402,12.742590967613786,22.308097605396018
2000-01-04,17.375697908732356,13.085210325712286,21.987068548784897
2000-01-05,17.492349642953368,12.939612045355094,21.813377651294683
2000-01-06,17.607204832405003,12.90051368483601,22.1872504330393
2000-01-07,17.71812598547768,13.122506003345276,22.46199430545567
2000-01-08,17.823086517803027,13.174367158644822,22.640266254515833
2000-01-09,17.920217947423723,13.300596859024488,22.388971088799213
2000-01-10,18.007852974609484,13.615743575474829,22.8574971076049
2000-01-11,18.084563362340194,13.44483304612827,22.61214363550295
2000-01-12,18.1491916721492,13.649560495142966,22.816484485298606
2000-02-01,17.57158785396253,13.02326972723659,22.501906833245226
2000-02-02,17.552980068127155,12.743046666218591,22.26689953512924
2000-02-03,17.544277427084026,12.588889411495797,22.122176184588174
2000-02-04,17.545593173960814,12.822447160215642,22.180202933646452
2000-02-05,17.556763675246177,12.979882459382742,22.261352192493867
2000-02-06,17.57735801017475,12.850531122155216,21.93627187258431
2000-02-07,17.606694403329502,13.314560626633419,22.319046953105804
2000-02-08,17.643862961186606,13.024191763913898,22.189646005806654
2000-02-09,17.687754012074087,13.351544839580816,22.375625754052763
2000-02-10,17.73709120871361,13.108004179202336,21.808898250262892
2000-02-11,17.790468436762264,13.492405199057702,22.475707021930514
2000-02-12,17.84638948447658,13.229134518856966,22.44740347073691
2000-03-01,18.001893181577092,13.386784845490265,22.396619256834082
2000-03-02,17.947774295105333,13.87824152065173,22.53207467545203
2000-03-03,17.891716394756287,13.314352608853525,22.49573714416437
2000-03-04,17.83498198200221,13.274016774073324,22.529276082390634
2000-03-05,17.778811084931533,13.205611474671231,22.40805356052819
2000-03-06,17.724389142748066,13.00209227702082,22.51271577550375
2000-03-07,17.672817247096237,13.252889134310728,22.121434645231624
2000-03-08,17.625085513128514,12.930653400903664,22.619212189597178
2000-03-09,17.582050248205178,13.221935213332685,22.292846142183564
2000-03-10,17.544415464063814,12.914033112104221,22.16988902376196
2000-03-11,17.51271914299951,13.101611788020765,22.220077995875496
2000-03-12,17.487324524174618,12.897549087136095,22.196177644991298
2000-04-01,17.70764280142102,13.21482892732906,22.185154240144026
2000-04-02,17.708410261661143,13.506853762709637,22.166608098673212
2000-04-03,17.70603099636091,13.072866298262772,22.21439969215216
2000-04-04,17.700805226712585,13.090520759735679,22.279353247599754
2000-04-05,17.693120780459992,12.95121809132998,21.996901583915605
2000-04-06,17.683436487128358,13.207217403229638,22.04150879064517
2000-04-07,17.672263798217745,13.207837313619015,22.333736230877452
2000-04-08,17.66014726152082,12.92289562098236,21.887836380406267
2000-04-09,17.647644500922876,13.171922339061489,22.29064060924228
2000-04-10,17.63530635465054,12.906046851141792,22.28374854441471
2000-04-11,17.623657806227925,13.366833994385974,22.003317037890383
2000-04-12,17.613180304280018,13.337357817658033,22.22715270499659
2000-05-01,17.71483366826379,13.188453787313732,22.184239170568592
2000-05-02,17.717121116638666,13.258441311666356,22.174989661612173
2000-05-03,17.71690328211945,13.07665077684198,22.11199599208113
2000-05-04,17.714145669759287,13.483986317623556,22.474818180638117
2000-05-05,17.70890080328744,13.198405302318918,21.919870374823493
2000-05-06,17.70130622423953,13.236791028317452,22.244644765846306
2000-05-07,17.69157961967633,13.168194909745178,22.506737778652866
2000-05-08,17.68001126019619,12.637013432960636,22.18970784862865
2000-05-09,17.666954017171527,13.229239590770902,22.34851611076861
2000-05-10,17.652811306031694,13.257594110803879,21.9843263530266
2000-05-11,17.6380233685435,13.300587947293305,22.358960736510305
2000-05-12,17.623052359351078,12.920709269215362,22.23716297634954
2000-06-01,17.657815644093628,12.71843218328144,22.19857125969176
2000-06-02,17.667422132973208,13.053879374290187,22.038546173618624
2000-06-03,17.67518443790261,13.119693657143962,22.20823399768183
2000-06-04,17.680818724336852,12.907897587123516,21.92492698896604
2000-06-05,17.684114121207276,12.740404453028383,21.95143865019761
2000-06-06,17.684940116714312,13.182750344028126,22.132489266234323
2000-06-07,17.683251294860188,13.293257254478819,22.337645247170574
2000-06-08,17.679089244058652,12.988713772693348,22.466012687444955
2000-06-09,17.6725815608773,12.815933029477968,22.286288195284815
2000-06-10,17.663937966508225,13.29178392070709,22.01873865722742
2000-06-11,17.653443647914198,12.867224240844964,22.134503483728956
2000-06-12,17.641450026737797,13.094458172215521,22.249651519838178
2000-07-01,17.616571308609743,13.037531657094892,22.38769880697209
2000-07-02,17.631873022014485,13.335469329039094,22.185949307571654
2000-07-03,17.64668485153046,13.098794272638274,22.29621214934844
2000-07-04,17.660449332267685,12.985869177421153,22.12163622817792
2000-07-05,17.67262933857283,13.382814019518655,22.209243390651235
2000-07-06,17.6827262074983,13.327027351474033,21.95052756127982
2000-07-07,17.69029696000643,13.223069819561056,22.451076731251245
2000-07-08,17.694970059827387,12.884605144144933,22.0326388306274
2000-07-09,17.69645918896131,13.028215722994226,21.791918919235727
2000-07-10,17.694574574575768,12.974649707402413,22.365482615655065
2000-07-11,17.689231472920362,12.846302151912276,21.99745687807456
2000-07-12,17.68045549978338,13.24521627445301,22.56462629457502
2000-08-01,17.483926999431006,13.087428516922799,22.038709252312017
2000-08-02,17.50844759017287,12.931035319909881,21.84570943179295
2000-08-03,17.53648518906815,13.266887531858432,22.291203572314714
2000-08-04,17.567424005560156,12.998012115721533,22.355481805097625
2000-08-05,17.600558859887695,13.091263178816455,22.261543876254176
2000-08-06,17.635114082062056,13.282354379800159,22.144655931548595
2000-08-07,17.670264718591667,13.37227547021622,22.023569360943064
2000-08-08,17.70515944603448,13.361539054974902,22.49753696779434
2000-08-09,17.738944533217555,13.437341200587458,22.105536074724128
2000-08-10,17.770788155896643,12.89089805827311,22.70005972203443
2000-08-11,17.799904350032712,13.035530412617764,22.350247448560832
2000-08-12,17.825575893450555,13.487762909422077,22.54180636104786
2000-09-01,17.570866793976556,13.036106961219884,22.10566410362001
2000-09-02,17.561235264295142,13.322959381214117,21.631016766618508
2000-09-03,17.55669966049152,12.65307146181957,22.19643125576302
2000-09-04,17.55745074033797,12.916212294052322,21.885795382973107
2000-09-05,17.563522568997108,12.900307366838083,22.506343596583687
2000-09-06,17.5747908254742,13.344359159643417,22.357485125977522
2000-09-07,17.590975752911454,12.964759844643778,22.357218849505113
2000-09-08,17.611649693402263,13.201133608009183,22.105063266528138
2000-09-09,17.636249012126978,12.845909373220158,22.70363723357437
2000-09-10,17.664090084617843,13.172648924399908,22.169038097835205
2000-09-11,17.694388898763556,12.965925797203358,22.285214597596497
2000-09-12,17.72628371344622,13.138041479165691,22.196060154201746
2000-10-01,17.74561348098718,13.149803371102596,22.253969594915162
2000-10-02,17.711821639639098,13.00106181859843,22.061279671821993
2000-10-03,17.67884979616729,12.80251993591096,22.381780959351644
2000-10-04,17.64764440299127,13.031243818458757,22.621957271967638
2000-10-05,17.61909841867022,13.240448648886394,22.217757497899978
2000-10-06,17.59402416325596,12.811662664294726,22.31593815189506
2000-10-07,17.573128439756488,12.968560082839923,22.466116437886914
2000-10-08,17.556990685597825,13.073594187274743,22.234944072040225
2000-10-09,17.54604482867691,13.003377350467403,22.076308784835668
2000-10-10,17.540565418879595,12.957552703203254,22.131805285184594
2000-10-11,17.54065848235784,13.079975960527019,22.06256225987885
2000-10-12,17.546257408329602,13.04980504780012,22.120655587205288
2000-11-01,17.78388109600841,13.018463308836326,21.883266656312248
2000-11-02,17.75448784492056,12.904500639406793,22.063197839034416
2000-11-03,17.721394253484185,13.428482453650627,22.264329972480336
2000-11-04,17.68552160890135,13.164153249425679,22.257748265411614
2000-11-05,17.647894250105583,13.231204487437482,22.438739480372092
2000-11-06,17.609609544969395,13.221553289393633,22.406434218233258
2000-11-07,17.57180514615746,13.265869004594844,22.225035369669207
2000-11-08,17.53562445713241,13.291267223786683,22.16909434806215
2000-11-09,17.50218130471622,13.070452518675612,21.755633890548737
2000-11-10,17.47252485126984,12.654887901580436,22.038668501541324
2000-11-11,17.447605786637727,12.69827409670055,21.866379550056386
2000-11-12,17.428244817012075,12.909960818456359,22.049507751924562
2000-12-01,17.839518017434674,13.10006584556397,22.454182509650625
2000-12-02,17.832823332435222,13.202275059246526,22.733539234111934
2000-12-03,17.81576045566388,13.326655687032424,22.175710189603507
2000-12-04,17.788048942554905,13.045371746304248,22.086216701046826
2000-12-05,17.74968290006304,12.676364906264359,22.258056575443323
2000-12-06,17.700938999104704,13.112690409581994,22.379204289951737
2000-12-07,17.64237708913733,12.855893220197924,22.144684818248344
2000-12-08,17.574833285412105,12.872530017280823,22.289893626109837
2000-12-09,17.49940560284424,12.820283763915565,21.950462890570737
2000-12-10,17.417432413675932,12.749528323593971,22.16628342386577
2000-12-11,17.330464203554477,12.832980398584327,22.274103126700727
2000-12-12,17.240229286812728,12.706698915765537,21.57803378661054
2001-01-01,17.145160746567665,12.617675995442525,21.526543303618197
2001-01-02,17.25780845427724,12.71562333166741,21.848854149572585
2001-01-03,17.373612329012847,12.77625130047473,21.91054719660381
2001-01-04,17.49037096195412,12.950406952622497,22.107164440465468
2001-01-05,17.605878925523673,13.034181253672996,22.147777639839536
2001-01-06,17.717978745376154,12.741542498200651,22.373456910919455
2001-01-07,17.824611550547324,12.998667732953857,22.40957321322892
2001-01-08,17.923865114510402,13.476635441318075,22.474906939761425
2001-01-09,18.01401807026873,13.493105110960022,22.87151145297921
2001-01-10,18.09357918516565,13.299062953869482,22.6203693352416
2001-01-11,18.161320712958553,13.602095943839831,22.547539652453025
2001-01-12,18.216304998291562,13.795264242541046,22.721996335451376
2001-02-01,17.583815023211724,13.118173376605837,22.476277241991735
