Country,Predicted_Disaster_Risk,Historical_Risk,Combined_Risk,Year
Global,0.6500000000000001,1.0,0.8250000000000001,2025
Global,0.6500000000000001,1.0,0.8250000000000001,2026
Global,0.6500000000000001,1.0,0.8250000000000001,2027
Global,0.6500000000000001,1.0,0.8250000000000001,2028
